Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1688713658&sprefix=ba%2Caps%2C283&sr=8-44,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,3.9,936
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1688713658&sprefix=ba%2Caps%2C283&sr=8-45,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",599,3.8,850
https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1688713658&sprefix=ba%2Caps%2C283&sr=8-46,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),"1,359",4.3,"7,987"
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1688713658&sprefix=ba%2Caps%2C283&sr=8-47,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,489,4.2,"3,409"
https://www.amazon.in/Gear-Training-Travel-Black-Grey-DUFCRSTNG0104/dp/B098FFTDKT/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1688713658&sprefix=ba%2Caps%2C283&sr=8-48,Gear Polyester 23 Cms Travel Duffle Bag (Black),479,4.3,"2,156"
https://www.amazon.in/Skybags-Cardiff-Polyester-Travel-DFCAR55RED/dp/B073JSGN6G/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-257,Skybags Cardiff Polyester 55 Cms Travel Duffle Bag (Red),849,4.2,"9,656"
https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-258,Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,845,4.2,"1,457"
https://www.amazon.in/Wooum-Travel-Business-Messenger-Shoulder/dp/B09MWGV9PR/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-259,Wooum Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,349,4.2,635
https://www.amazon.in/Martucci-Unisex-Waterproof-Laptop-Backpack/dp/B088B3ZVW2/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-260,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Navy Blue),549,3.9,"7,614"
https://www.amazon.in/Wooum-Resistance-Backpack-Students-Compartment/dp/B0B5LPVBHR/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-261,Wooum 36 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 3 Compartment - Black,463,3.8,47
https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-262,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",699,4.2,853
https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-263,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,"1,261",4.2,"1,406"
https://www.amazon.in/JMO27Deals-Backpack-Stylish-Repellent-College/dp/B0C7HJ4ZLC/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-264,JMO27Deals Backpack Stylish and Unisex | Water Repellent College Tuition and Picnic Daypack Bag | Collage Bag | School Bag for Boys and Girls,299,5,3
https://www.amazon.in/Fast-Travel-partition-Collage-Backpack/dp/B0BM7C4HG3/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-265,Fast Travel Use For School Bag Class 6-10 Large 4 partition 55 L Laptop Collage Office Travel Backpack Unisex,603,3.8,17
https://www.amazon.in/Purple-Tree-Fatty-Handbag-Womens/dp/B09PQNK66Z/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-266,"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag, Handbag, Women Handbag, Women Bag, Handbag for Women, Women's Tote, Gift For Women A",649,4,397
https://www.amazon.in/WALKENT-Flair-Expandable-Anti-Theft-Waterproof/dp/B09BVSNMS2/ref=sr_1_267?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-267,"ARCTIC HUNTER 15.6"" Laptop Bag (Flair) Anti-Theft Built-in Combination Lock, Side Bottle Pockets, Expandable, Waterproof for Office College Men Women","2,590",4.2,69
https://www.amazon.in/Aristocrat-Cadet-Polyester-Luggage-Duffle/dp/B09X74T7BP/ref=sr_1_268?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-268,Aristocrat Polyester 28 Cms Travel Bag(DFCAD53ENBL_Navy Blue),899,3.9,174
https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-269,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"1,451",4.2,"3,848"
https://www.amazon.in/SCUFFLE-Thunder-Backpack-upto17-3inch-Raincover/dp/B0BXLV3GNP/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-270,SCUFFLE Thunder 45 L Unisex Waterproof Laptop Backpack Travel Hiking Fits Upto 17.3 inch with Raincover and Backpack Rucksack College Bag,781,3.6,9
https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1688713663&sprefix=ba%2Caps%2C283&sr=8-271,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1,480
